temperature,cpu_usage,memory_usage,network_traffic,failure
66.64,31.72,60.94,283.17,0
58.01,42.71,23.34,161.33,0
48.29,36.27,79.44,523.64,0
49.52,11.58,58.01,370.37,0
50.52,67.9,47.01,109.36,0
57.89,40.6,47.17,249.56,0
65.71,31.83,70.65,111.67,0
63.42,24.69,1.84,391.45,0
58.65,58.87,40.16,297.39,0
44.35,21.63,52.86,300.49,0
44.38,47.41,52.65,198.92,0
59.27,34.49,100.0,262.13,1
44.24,35.54,48.92,394.46,0
53.2,25.14,72.82,426.7,0
57.43,33.83,87.61,401.57,0
45.9,45.16,67.07,113.74,0
46.81,49.24,42.87,277.67,0
54.25,30.86,31.88,330.4,0
59.03,43.36,68.42,211.83,0
63.49,60.99,84.61,100.92,1
59.86,15.07,64.83,145.6,0
55.59,44.89,77.2,479.97,0
49.03,27.89,100.0,157.02,1
46.43,26.05,70.07,305.71,0
50.91,49.7,35.19,281.24,0
58.28,35.19,55.92,281.55,0
57.69,23.1,79.66,261.62,0
38.2,68.84,50.52,394.7,0
48.71,61.56,82.1,304.27,1
64.64,10.22,53.8,224.92,0
55.63,18.46,61.02,306.16,1
43.66,55.68,48.69,146.69,0
73.85,39.87,57.87,357.11,1
54.77,72.01,58.82,218.28,0
58.07,56.09,26.05,225.2,0
58.2,50.39,47.05,361.57,0
52.06,26.61,32.8,251.12,0
49.18,53.85,47.67,257.88,0
71.97,22.04,40.69,440.12,0
63.03,68.49,73.21,183.22,1
61.58,52.6,73.42,359.81,0
59.61,30.15,65.09,413.94,0
46.97,59.48,32.18,440.03,0
65.22,85.35,53.23,561.18,1
48.25,41.08,30.75,222.94,0
57.27,54.91,52.35,195.85,0
41.88,37.23,66.65,398.07,1
38.67,46.54,72.86,412.83,0
57.55,17.87,63.51,205.11,0
48.53,44.99,77.65,358.18,0
39.09,45.78,59.68,626.9,0
59.32,77.38,50.8,312.56,1
71.96,12.69,70.73,410.82,0
66.12,39.94,71.32,489.21,1
52.94,68.19,45.56,600.45,0
55.07,40.65,61.82,329.48,0
62.1,41.92,49.7,450.36,1
63.98,30.0,18.85,205.38,0
52.25,28.21,62.92,302.99,0
55.27,12.13,31.7,246.43,0
57.4,33.67,60.91,73.76,0
59.43,27.19,27.36,107.64,0
53.94,47.12,42.05,351.6,0
54.04,30.82,47.2,353.96,0
66.04,36.37,76.63,175.0,0
64.68,36.86,45.4,486.89,0
58.82,44.13,35.65,166.8,0
68.75,35.49,61.56,330.87,0
51.91,25.89,51.09,250.17,0
67.98,46.54,69.23,312.83,0
59.34,64.21,36.79,407.82,0
81.17,47.31,58.8,390.88,1
45.46,34.02,99.45,384.94,0
49.49,42.78,50.69,369.62,1
58.35,8.09,58.36,147.27,0
58.18,42.49,25.1,436.14,0
70.6,37.79,39.65,172.77,0
49.65,28.2,63.27,287.28,0
62.24,31.46,49.06,257.84,0
64.3,37.62,66.06,342.01,0
60.64,62.86,62.65,241.83,0
47.31,64.66,31.28,280.98,0
66.26,28.29,73.28,494.26,0
64.83,35.67,32.63,144.57,0
59.8,36.13,41.23,299.7,0
56.63,59.57,59.13,166.3,0
56.81,47.62,83.21,380.92,1
54.37,46.67,36.93,212.79,0
60.13,54.65,57.66,304.62,0
55.25,34.26,57.81,141.04,0
48.21,69.55,66.83,454.98,0
46.61,44.97,76.31,308.73,1
48.98,29.59,47.73,316.53,0
56.78,40.87,73.21,399.49,1
54.78,67.17,78.95,149.83,0
56.72,37.35,87.11,226.2,0
59.01,62.09,64.03,320.41,1
49.98,33.74,57.83,88.56,0
66.73,31.22,46.46,101.44,0
52.86,56.87,28.74,201.45,0
51.53,29.27,50.0,163.08,0
58.86,59.81,57.02,258.74,0
40.31,51.33,53.03,362.69,0
48.68,29.28,65.76,389.99,0
62.85,43.71,28.82,517.13,0
41.1,35.12,51.72,297.29,0
63.94,51.28,90.91,318.52,1
67.09,78.98,72.92,297.01,1
52.04,38.33,66.09,338.43,0
57.33,54.61,62.03,347.8,0
63.95,45.44,48.42,410.65,0
51.27,45.43,23.43,410.18,0
61.94,42.03,63.23,362.32,1
49.63,29.57,10.93,481.22,0
51.18,51.03,49.14,303.21,0
48.61,39.8,54.93,226.61,0
57.74,28.71,46.95,246.23,0
64.26,63.26,94.08,287.3,1
53.53,46.78,87.84,169.96,0
44.83,40.89,73.59,226.4,0
46.34,69.12,38.34,163.22,0
58.16,11.95,89.59,341.28,0
69.75,67.91,66.14,342.46,1
58.15,29.16,38.04,87.73,0
51.9,48.81,55.59,221.51,0
61.13,34.41,72.25,519.02,0
53.08,28.39,44.22,375.57,0
51.97,68.65,57.53,354.52,0
47.33,78.41,60.7,220.29,0
66.27,41.02,35.18,334.47,0
34.69,51.04,50.14,298.26,0
61.38,46.03,36.54,204.39,0
51.29,76.15,70.64,240.75,0
51.72,6.96,38.66,243.45,0
68.54,51.79,60.25,121.36,0
49.29,31.91,29.98,141.17,0
49.56,2.59,34.6,276.06,0
53.96,38.51,33.73,198.24,0
58.31,78.26,49.79,263.89,1
51.47,33.19,58.25,107.32,0
42.41,59.23,61.57,396.16,0
48.07,66.58,23.1,549.66,0
65.25,44.77,51.96,423.29,0
55.6,47.17,41.49,435.66,0
58.61,14.11,64.62,375.13,0
52.91,32.11,50.18,331.87,0
49.72,61.33,53.55,310.38,0
68.42,46.09,41.59,190.26,0
53.49,51.61,86.04,382.81,1
51.45,47.4,31.9,375.69,0
63.77,84.46,47.8,244.44,1
49.22,37.25,56.94,363.12,0
50.24,73.9,50.48,216.73,0
55.08,47.4,41.25,224.37,0
55.0,75.5,22.39,393.01,0
57.08,22.95,42.55,351.66,0
71.73,48.32,37.73,272.17,0
57.69,37.91,85.23,258.28,1
35.98,47.51,95.76,320.97,0
57.61,67.0,54.09,79.75,0
55.3,51.82,29.71,209.07,0
55.35,66.97,68.28,148.19,0
56.97,32.94,37.34,301.42,0
54.77,30.19,45.11,430.63,0
54.58,45.29,43.68,357.26,0
59.9,44.3,45.99,238.62,0
50.66,41.65,48.62,215.21,0
47.42,27.74,31.36,209.54,0
79.19,66.58,42.36,539.95,1
49.27,38.47,73.36,308.17,0
55.8,70.67,54.4,323.97,0
43.03,45.23,57.26,46.66,0
55.93,56.67,14.82,158.29,0
47.53,55.04,72.06,294.7,0
51.46,30.16,42.66,240.22,0
63.36,51.61,75.23,315.97,1
58.78,79.71,57.78,314.39,1
59.55,49.53,44.88,372.05,0
40.83,61.22,24.8,75.7,0
69.7,57.48,94.15,167.37,1
45.46,50.53,69.46,288.05,0
67.23,48.36,70.54,222.31,0
63.17,54.85,87.74,262.77,1
59.62,58.74,59.03,313.08,0
48.16,20.66,79.34,210.61,0
56.21,49.45,46.39,323.07,0
51.23,41.69,68.28,365.28,0
55.23,37.95,43.66,307.81,0
53.0,68.33,45.93,386.49,0
38.69,31.8,56.75,39.25,0
63.97,19.89,32.19,229.68,0
54.35,59.32,60.93,407.08,0
51.12,19.43,49.38,196.28,0
50.52,10.3,19.22,179.99,0
57.87,61.35,46.76,284.85,0
47.85,47.86,48.79,297.92,0
36.96,53.51,70.35,235.84,0
58.26,37.04,60.13,521.23,1
59.15,20.08,81.05,334.38,0
53.4,23.66,64.36,191.65,0
45.82,40.1,45.03,127.26,0
55.71,22.1,53.95,348.67,0
43.28,50.53,48.74,188.81,0
46.78,36.68,63.78,558.31,0
48.99,48.33,56.08,351.35,1
61.75,47.79,43.69,367.2,0
52.1,51.96,55.15,329.84,1
51.42,53.99,63.3,434.59,1
70.64,38.81,36.88,12.56,0
57.82,48.31,60.71,155.61,0
57.71,49.25,26.58,424.1,0
52.04,1.28,74.9,480.07,0
50.23,56.64,64.49,151.77,0
37.51,47.7,84.33,81.76,0
62.75,55.15,34.9,320.1,1
58.59,21.84,75.4,358.25,0
53.57,39.32,71.84,317.69,0
53.9,25.35,51.72,292.84,0
60.89,58.4,48.22,77.78,0
42.56,19.71,35.47,255.0,0
50.28,28.28,30.78,272.89,0
45.91,54.62,41.48,234.21,0
69.17,33.67,32.4,69.75,0
62.01,28.29,83.72,370.17,1
37.38,61.32,27.96,403.89,0
42.89,62.06,57.68,204.64,0
53.94,58.0,62.84,277.68,1
51.22,60.28,61.43,240.37,0
44.4,40.83,63.02,241.54,0
70.56,41.32,72.04,359.18,1
57.5,33.33,46.97,362.08,0
58.8,48.02,56.58,428.97,0
49.46,35.5,49.72,426.47,0
60.78,37.2,78.45,279.38,0
51.96,55.8,92.8,641.05,1
52.73,66.32,33.51,485.99,0
59.89,52.17,18.44,221.02,0
41.97,77.3,65.24,315.19,0
67.78,32.3,74.27,61.7,0
56.46,11.92,90.23,303.27,0
65.25,57.86,68.28,500.84,1
46.4,31.11,80.12,633.76,1
47.61,40.07,84.88,285.45,0
45.7,13.14,81.37,340.19,0
57.0,28.81,70.86,372.64,0
55.53,17.96,31.92,537.56,0
51.28,37.18,54.85,182.04,0
46.89,37.9,60.4,618.66,0
44.87,46.62,53.2,261.95,0
54.61,67.32,54.31,159.58,0
51.28,57.18,83.21,262.17,1
49.52,15.8,41.38,202.85,0
67.38,55.94,69.38,350.31,1
54.34,47.01,60.7,101.71,0
65.16,43.24,39.56,317.0,0
50.73,44.59,35.62,379.68,0
56.96,48.68,24.38,477.94,0
54.56,32.55,63.74,381.67,0
41.42,41.72,53.86,470.55,0
66.43,66.31,40.14,227.32,0
53.92,32.33,21.23,347.3,0
60.97,26.46,62.79,32.49,0
48.98,43.89,51.87,286.32,0
53.68,24.65,42.15,346.41,0
48.07,13.99,37.65,357.27,0
64.89,38.8,50.71,111.11,0
57.49,71.08,63.46,253.18,1
57.94,44.31,49.06,269.91,0
65.87,48.21,33.61,248.51,0
64.25,6.66,53.95,387.0,0
61.12,52.89,73.82,273.98,0
43.63,46.68,55.72,311.92,0
49.43,33.03,56.23,241.25,0
46.97,48.24,49.14,427.78,0
60.82,48.06,38.99,436.71,0
56.37,25.93,38.39,263.0,0
43.88,50.97,25.09,642.07,0
53.49,66.55,76.26,208.02,1
43.05,40.9,63.32,420.86,0
54.57,29.38,56.48,185.88,0
41.76,41.8,60.32,392.76,0
59.23,60.38,61.11,383.4,0
58.02,22.93,41.78,178.59,0
70.26,55.41,49.15,284.33,0
61.78,32.8,46.46,524.13,0
51.62,49.36,100.0,202.28,0
61.54,34.84,73.36,348.22,1
43.82,34.79,58.02,340.26,0
47.3,72.42,79.59,294.93,1
57.67,19.64,77.31,92.26,0
37.73,53.74,30.15,399.44,0
54.7,76.16,50.99,301.39,1
46.84,57.34,54.71,432.46,0
55.81,21.04,66.01,327.81,0
46.38,21.93,50.97,307.74,0
58.39,31.47,53.23,344.7,1
55.15,47.84,46.7,181.5,0
66.2,49.07,73.88,486.97,1
55.05,22.11,29.02,254.95,0
48.85,29.29,47.31,256.49,0
53.02,30.39,21.81,455.08,0
44.25,41.75,36.47,329.68,0
58.25,80.72,60.71,271.63,0
59.72,28.2,61.05,349.66,0
74.75,27.41,49.36,375.12,0
50.03,24.6,75.23,285.8,0
52.86,56.44,79.37,410.68,0
50.39,44.26,53.75,147.53,0
56.7,28.87,59.51,331.42,0
58.05,38.47,46.85,396.03,0
54.57,30.75,66.28,374.62,0
63.69,50.33,33.51,31.07,0
50.06,93.32,87.33,284.81,1
62.89,54.92,75.52,154.32,1
59.31,43.33,33.42,454.29,0
54.9,33.03,40.8,253.12,0
52.48,20.82,62.58,440.96,0
74.41,58.21,48.91,153.95,0
48.46,57.23,64.8,346.88,0
57.38,36.61,48.53,300.95,0
49.0,66.84,82.45,631.69,0
69.28,45.38,55.15,441.35,1
62.09,58.95,98.57,433.67,1
49.57,50.33,65.85,543.34,0
59.1,41.81,30.71,334.05,1
57.06,27.81,92.56,288.06,1
50.87,42.38,74.78,274.38,0
61.07,60.16,61.84,339.34,0
58.11,35.85,66.64,0.0,0
56.73,52.92,33.6,300.28,0
54.66,25.51,22.52,327.21,0
58.45,59.04,54.25,281.3,0
56.84,50.63,79.82,116.29,0
55.47,23.36,62.12,282.02,0
49.87,40.97,85.77,115.96,0
68.55,61.77,78.78,512.85,0
46.6,22.34,55.37,269.12,0
58.42,25.72,76.31,52.48,0
52.44,43.75,82.41,275.22,1
69.08,83.4,53.56,407.45,1
47.77,32.89,51.15,321.13,0
49.12,53.91,57.53,190.34,0
47.24,49.68,11.59,218.61,0
57.59,34.39,60.05,265.58,0
44.02,47.9,67.97,247.24,0
51.17,36.94,57.6,148.85,0
37.78,38.56,61.2,291.89,0
56.92,15.1,54.22,139.95,0
51.0,44.56,19.05,413.89,0
43.1,61.18,84.93,428.53,1
63.68,46.03,48.38,179.62,0
44.54,64.63,43.88,214.0,0
61.38,55.45,79.44,249.24,1
49.39,43.93,72.62,296.22,0
67.81,33.7,59.92,330.82,0
61.0,36.25,68.85,355.57,0
46.94,18.53,34.21,352.77,0
47.66,40.19,53.54,486.46,0
59.84,47.63,78.31,307.24,0
52.9,75.88,42.81,143.7,0
53.65,54.51,37.03,106.9,0
65.18,29.43,56.41,496.29,0
49.01,19.09,56.84,361.16,0
55.73,41.28,66.66,324.77,0
62.64,59.61,30.19,353.88,0
61.47,41.03,9.11,319.23,0
53.72,54.76,71.58,351.98,1
52.69,41.74,35.51,255.29,0
41.09,57.91,44.02,426.62,0
46.55,16.25,15.7,237.02,0
57.55,73.88,73.41,191.61,0
53.9,24.98,61.31,97.1,0
55.6,59.29,60.58,271.47,0
63.31,40.1,60.46,452.1,1
45.5,42.92,17.92,245.12,0
53.11,40.66,37.27,134.57,0
56.51,49.6,46.87,334.18,0
49.37,53.24,41.52,221.87,0
66.45,64.05,50.11,485.79,0
62.27,70.34,59.43,428.95,1
57.32,50.97,73.12,147.49,1
69.35,75.85,28.36,279.13,0
43.01,46.67,54.84,209.37,0
54.94,64.39,67.81,160.74,1
57.93,52.72,38.37,293.29,1
47.68,35.11,51.53,398.19,0
57.41,48.26,63.4,290.2,0
46.15,54.06,55.2,238.06,0
60.52,44.42,67.14,35.25,0
63.46,52.43,56.7,220.1,0
57.18,60.58,49.39,366.22,0
40.18,44.58,33.89,138.97,0
47.27,0.0,59.45,453.91,0
59.52,75.21,56.8,229.96,1
55.17,39.64,37.13,323.25,0
33.45,30.18,65.48,252.1,0
64.94,24.77,77.82,158.84,0
56.09,38.94,43.12,352.84,0
48.45,34.87,41.9,228.24,0
62.96,31.73,41.25,200.04,0
49.58,32.72,24.78,14.86,0
49.49,54.54,91.08,456.32,1
57.87,81.55,46.92,300.74,0
69.25,59.77,39.55,432.79,0
67.99,65.21,34.72,374.42,1
57.88,38.21,48.02,432.77,0
58.7,46.88,42.49,232.3,0
61.33,52.68,80.89,135.31,1
44.94,33.13,32.52,391.52,0
60.15,37.34,27.31,315.62,0
49.13,60.38,64.93,244.04,0
57.55,64.63,53.07,389.13,1
53.18,46.21,50.99,336.98,0
59.01,23.49,65.07,376.67,0
55.94,39.68,57.46,177.31,0
30.42,19.06,54.16,417.31,0
56.43,46.35,29.7,299.44,0
60.14,49.6,24.97,430.18,0
58.57,40.13,42.39,416.19,0
54.18,49.35,35.48,382.36,0
68.14,52.5,59.85,286.66,1
57.49,49.62,22.62,385.15,0
58.5,23.37,46.95,433.29,0
63.36,40.44,51.88,372.81,0
57.9,52.38,54.29,324.31,1
47.82,73.42,62.18,385.42,0
35.49,40.11,49.12,236.92,0
51.18,54.92,42.99,481.68,0
61.09,60.81,77.4,98.18,0
52.18,41.46,49.24,304.13,0
61.41,65.67,80.54,251.29,1
56.19,66.64,49.15,223.09,0
65.3,69.85,54.71,336.62,0
52.64,53.25,52.5,164.94,0
58.74,87.48,59.16,558.23,1
59.05,33.92,47.44,137.75,0
67.01,83.23,56.73,185.85,0
41.35,58.83,82.55,174.52,0
51.33,69.13,73.88,323.82,1
61.79,39.24,74.0,421.75,1
67.37,60.2,30.85,363.12,1
56.92,70.69,33.76,476.68,0
52.66,25.43,58.92,200.73,0
61.06,42.06,68.87,379.05,0
61.95,6.46,45.66,263.58,0
52.12,41.79,42.44,327.37,0
57.64,30.31,80.09,433.04,0
64.44,41.08,67.35,96.93,0
70.12,97.63,74.04,538.92,1
60.94,75.92,47.05,282.57,0
55.35,19.09,45.64,107.2,0
54.57,55.0,72.08,216.86,0
59.46,59.38,50.27,312.28,0
54.07,38.92,44.0,216.83,0
56.52,48.21,38.56,54.25,0
46.54,49.97,45.8,311.62,0
65.38,20.76,70.75,213.39,0
45.88,26.44,27.83,378.14,0
51.54,48.1,66.32,171.79,0
55.78,46.79,42.25,571.38,0
70.93,32.25,51.21,361.64,0
51.62,30.7,52.37,323.62,0
49.67,43.38,51.03,374.77,0
50.59,60.95,49.83,81.42,0
68.27,43.62,47.0,240.37,0
32.5,74.21,44.71,513.96,0
46.98,32.48,78.76,261.58,0
76.85,48.48,55.45,292.46,1
59.73,38.62,52.73,244.02,0
46.15,55.58,43.4,475.74,0
54.66,30.93,47.66,270.64,0
55.54,79.69,43.46,149.78,0
61.77,14.57,68.78,609.46,0
69.72,75.88,41.44,135.0,0
58.11,46.62,14.57,288.31,0
50.68,54.94,56.05,198.98,0
61.3,69.02,49.97,215.81,0
49.41,60.44,44.46,172.82,0
46.73,31.86,71.41,235.2,0
40.92,55.8,5.8,418.08,0
42.48,78.61,83.37,71.76,1
47.83,29.03,73.98,451.3,1
45.58,83.13,43.7,430.61,0
57.51,51.94,46.89,361.09,0
45.4,37.2,64.08,315.14,0
30.0,28.92,64.56,333.2,0
46.65,40.98,43.59,470.81,0
51.23,9.8,25.9,90.51,0
50.16,37.53,93.05,387.27,0
67.16,40.27,72.21,210.46,1
50.09,25.66,57.82,399.09,0
62.05,58.46,58.16,226.37,0
54.85,41.06,66.18,384.82,0
54.66,33.56,68.34,114.18,0
48.32,39.14,17.45,96.89,0
54.53,51.39,48.68,286.43,0
48.88,46.32,46.81,472.26,0
56.36,32.38,52.09,364.35,0
53.11,47.26,68.87,363.49,1
47.44,44.09,22.78,403.22,0
62.94,24.49,30.72,252.36,0
58.41,39.81,42.73,373.29,0
51.42,55.43,57.78,230.44,0
56.16,55.3,69.98,262.32,0
54.33,40.86,84.36,277.22,0
48.06,57.18,49.85,234.54,0
55.56,27.36,69.95,292.07,0
50.03,27.92,67.78,269.45,0
47.44,40.48,64.75,215.08,0
42.02,71.96,54.56,283.13,0
52.13,47.94,47.81,318.63,0
59.54,40.04,35.82,168.02,0
49.44,72.79,34.63,350.09,1
75.17,39.84,61.25,240.76,0
62.09,85.23,54.02,323.78,1
65.43,35.8,47.52,220.16,0
61.36,26.79,66.97,426.06,0
69.82,42.01,51.39,414.73,0
48.7,40.52,38.56,174.07,0
34.51,30.46,50.2,363.0,0
51.43,91.84,69.77,473.55,1
59.47,50.74,36.58,186.22,0
56.21,53.36,58.77,195.73,0
57.2,36.69,54.0,388.21,0
65.57,34.6,41.31,143.14,0
58.06,63.46,49.72,206.7,0
61.39,14.83,26.71,178.24,0
47.48,24.43,56.97,389.7,0
46.24,40.55,30.43,216.91,0
67.91,69.32,74.3,265.85,1
55.81,38.26,53.34,210.2,0
50.01,52.49,44.71,437.82,0
50.03,45.5,75.89,196.87,0
49.81,68.33,36.43,131.09,0
49.33,16.47,41.54,126.38,0
44.73,58.25,22.07,383.24,0
43.0,41.42,78.57,391.9,0
53.44,61.65,88.71,449.83,1
50.26,30.25,24.88,148.68,0
63.86,45.44,40.32,272.25,0
57.34,43.15,56.26,591.28,1
57.12,26.96,45.72,263.72,0
49.06,21.95,54.44,232.39,0
54.03,34.55,52.88,297.48,0
57.89,47.34,62.34,363.59,0
60.73,31.38,37.7,361.59,0
54.25,39.06,58.47,226.27,0
63.63,11.06,34.91,229.8,0
55.06,38.33,47.59,264.42,0
61.34,63.42,23.74,212.39,0
51.08,57.69,47.72,151.83,0
40.5,43.44,44.69,516.95,0
57.15,49.39,71.98,251.17,1
60.8,30.09,53.93,257.97,0
59.6,74.24,57.21,261.71,0
58.38,82.22,54.6,290.34,0
52.21,47.97,16.68,352.17,0
48.55,91.63,19.05,244.18,0
59.41,32.76,49.26,436.72,0
58.41,22.48,60.01,371.74,0
50.51,32.23,50.77,277.09,0
63.88,41.05,39.45,220.05,0
47.94,86.62,50.67,430.19,1
50.33,39.94,49.11,280.55,0
68.09,29.53,69.02,150.87,0
61.95,28.83,68.01,422.53,0
52.14,65.52,45.04,212.84,0
57.3,62.95,54.1,404.22,0
56.24,36.26,59.97,0.0,0
33.04,11.24,62.64,255.76,0
47.75,24.69,84.75,439.2,0
54.59,75.98,54.49,300.62,1
52.15,57.4,76.04,371.78,0
56.98,46.18,34.12,191.77,0
64.04,78.64,43.52,341.72,0
52.43,80.25,16.56,300.45,0
46.54,44.35,57.72,329.2,0
57.6,44.68,66.66,544.71,1
52.39,34.52,9.0,456.55,0
53.75,39.88,58.39,395.04,0
52.67,18.25,65.88,396.55,0
72.93,18.17,64.85,190.9,0
37.07,13.99,33.47,243.45,0
51.89,64.52,68.92,116.09,0
54.97,16.89,55.17,147.65,0
48.75,80.1,65.64,193.62,1
62.2,31.85,52.73,296.51,0
61.51,76.27,61.86,153.0,0
54.62,38.43,74.97,295.3,0
52.83,16.81,51.33,281.52,0
54.1,68.11,60.11,163.89,0
54.16,70.23,77.5,483.07,1
54.37,28.69,52.6,141.06,0
53.5,39.03,34.74,434.08,0
57.02,28.7,67.17,29.49,0
61.03,42.83,80.83,282.93,0
45.16,46.94,78.2,156.29,0
46.59,38.68,67.87,221.47,0
41.01,12.26,12.81,517.22,0
61.93,34.54,43.56,258.36,0
57.0,57.66,44.48,167.45,0
59.04,41.24,55.81,358.52,1
43.56,39.11,85.39,257.31,0
69.28,28.25,35.55,318.09,0
50.13,34.02,95.36,190.27,1
56.35,70.36,48.12,196.17,0
61.84,24.48,41.2,205.48,0
47.1,57.97,70.21,395.81,1
50.63,45.85,71.64,272.78,0
56.43,49.41,66.7,174.21,0
77.86,31.82,41.15,319.42,0
57.41,38.67,64.04,309.54,0
67.85,44.9,36.4,368.83,0
64.65,35.63,40.65,242.18,0
57.94,50.97,53.29,290.69,0
47.09,53.23,40.24,350.6,0
63.48,84.11,73.95,178.88,1
43.02,50.01,44.59,406.35,0
67.81,10.58,51.03,301.97,0
56.6,65.93,39.16,167.88,0
33.8,41.33,73.68,166.99,0
52.28,81.21,43.01,288.07,0
60.23,71.48,75.56,233.97,0
53.1,35.91,74.23,390.55,0
60.72,57.99,46.97,265.59,0
48.2,34.31,55.53,336.37,0
44.55,45.05,46.47,198.17,0
54.43,57.17,64.82,297.24,0
55.25,65.03,51.5,457.86,0
52.21,61.11,47.49,282.22,0
64.82,46.35,55.83,233.64,0
48.2,89.7,26.52,196.34,0
57.51,38.43,53.63,297.75,0
55.54,16.07,66.69,469.12,0
42.55,19.54,57.48,136.37,0
44.45,71.53,72.13,294.01,0
55.1,43.62,48.21,94.34,0
70.85,47.86,46.73,250.75,0
59.63,35.23,34.89,331.53,0
41.19,36.85,47.7,110.35,0
30.12,30.83,90.39,246.62,0
60.86,53.48,59.96,334.86,0
54.23,43.25,44.46,315.74,0
64.13,52.83,36.89,340.67,0
47.95,51.11,26.23,183.05,0
57.8,37.33,40.05,334.81,0
61.77,18.74,68.67,228.0,0
51.42,17.18,47.31,385.68,0
51.59,99.48,37.75,22.72,0
55.2,71.61,39.73,265.25,1
59.34,69.12,66.69,311.87,1
54.89,32.86,53.54,461.93,0
62.79,45.17,43.71,310.42,0
51.3,30.32,49.45,322.59,0
44.37,21.38,94.71,345.06,0
70.82,34.4,76.95,450.37,1
50.16,68.87,81.44,254.17,1
50.45,60.13,23.46,131.63,0
54.47,27.54,52.28,108.65,0
55.54,39.33,43.39,379.7,0
51.91,58.48,64.79,326.78,1
54.86,34.72,74.08,269.24,0
54.68,46.43,60.88,229.67,0
56.4,52.23,39.3,321.7,0
36.14,52.04,43.1,325.17,0
70.05,49.57,66.17,357.58,0
53.82,33.23,67.96,166.96,0
59.64,35.08,57.54,88.28,0
43.98,24.59,57.34,190.38,0
51.23,16.9,55.9,137.86,0
49.62,42.93,59.84,131.65,0
66.76,59.69,67.89,488.37,1
50.31,20.15,66.34,27.96,0
61.06,49.91,55.42,356.36,0
49.8,59.12,54.12,408.84,1
51.38,11.94,53.43,418.5,0
53.04,40.13,40.95,333.27,0
65.27,74.63,40.73,458.39,1
39.88,54.93,64.79,514.01,0
44.47,11.33,42.17,263.73,0
39.42,56.85,69.65,353.7,0
46.3,31.54,54.08,453.1,0
48.51,57.44,69.75,196.56,0
42.08,32.58,66.47,270.61,0
49.13,44.05,70.17,224.9,0
38.88,35.32,46.43,355.32,0
46.86,45.06,62.36,72.23,1
64.6,34.79,68.28,472.4,0
58.23,40.98,27.08,364.06,0
56.5,23.84,85.63,370.79,1
46.98,53.83,95.79,16.4,0
42.71,48.16,72.05,175.18,0
45.89,15.9,69.51,478.86,0
54.65,62.87,65.6,278.71,0
61.95,41.83,49.18,93.11,0
62.22,47.91,53.02,326.59,0
60.04,58.76,72.36,381.5,1
49.1,50.91,37.48,363.78,0
55.2,65.97,35.91,281.95,0
52.43,39.72,47.85,436.27,0
53.39,63.62,66.81,215.76,0
71.3,47.21,39.41,364.81,0
40.9,54.14,50.94,316.2,0
53.12,52.27,53.08,284.03,0
64.69,67.33,36.79,254.52,0
43.27,57.99,11.08,258.77,0
49.85,37.03,36.52,303.87,0
50.77,33.46,59.7,264.87,0
53.21,44.1,63.75,387.97,1
42.23,31.32,63.9,235.68,0
59.76,26.06,65.97,488.19,0
60.33,6.7,43.72,230.32,0
59.07,17.11,39.87,410.41,0
48.04,80.74,61.75,415.59,0
55.69,33.18,51.19,319.9,0
47.8,79.26,71.33,309.21,1
52.34,52.26,61.86,212.52,0
72.23,44.1,78.11,237.95,1
55.77,17.99,46.62,326.37,0
45.5,45.08,74.22,294.58,0
56.44,79.06,91.62,441.97,1
44.19,73.04,55.97,245.45,0
45.41,49.94,63.99,252.71,0
46.67,24.32,38.25,100.23,0
51.45,27.77,71.09,377.22,0
62.5,29.65,75.32,366.39,0
59.63,68.01,46.1,417.25,0
59.18,74.37,65.55,424.01,1
46.21,48.53,60.05,394.67,0
50.67,39.54,62.03,399.73,0
57.18,72.88,69.62,373.21,1
49.97,27.39,64.34,391.69,0
52.77,45.93,52.5,78.96,0
58.53,53.33,70.0,168.03,0
52.21,29.47,75.01,148.42,0
56.81,33.55,45.02,452.42,0
67.74,32.15,54.97,206.04,0
53.63,70.5,23.16,225.26,0
64.43,79.46,65.5,300.8,1
59.47,47.07,77.02,150.76,1
43.26,40.17,50.37,345.67,0
46.18,34.2,57.4,44.35,0
48.33,45.03,51.04,158.7,0
48.16,35.1,48.09,323.86,0
54.28,43.25,59.18,151.0,0
59.92,52.44,40.88,455.89,0
65.04,37.7,50.77,305.55,0
57.47,41.59,38.72,435.85,0
51.43,41.66,65.6,342.95,0
38.34,39.28,59.31,298.57,0
55.56,37.05,47.24,180.41,0
55.21,58.72,55.67,411.5,1
56.46,13.13,51.03,352.95,0
71.85,73.34,75.59,550.16,1
64.92,47.44,47.06,399.41,0
61.28,55.98,66.43,252.31,0
47.3,58.05,42.31,334.73,0
50.9,32.25,69.66,350.66,0
54.24,28.54,73.67,439.55,0
48.8,26.42,74.52,458.62,0
59.0,40.55,81.48,280.56,0
57.86,57.59,60.26,154.14,0
46.29,34.49,77.28,77.54,0
64.57,55.94,84.24,163.25,1
55.82,2.38,34.8,228.99,0
41.17,38.06,44.14,480.52,0
54.59,66.01,28.08,482.34,0
57.25,41.92,74.1,415.22,0
62.78,30.08,27.85,447.65,0
52.3,33.18,22.96,215.11,0
61.62,0.0,35.25,118.16,0
56.5,26.79,23.71,179.22,0
44.48,64.03,59.9,55.82,0
43.68,34.51,35.48,166.33,0
63.98,36.64,24.57,239.29,0
64.57,3.03,54.25,320.0,0
